TypeNS,TypeName,Definition,ContentStyle,SimpleQualifiedType,ParentQualifiedType,IsMetadata,IsAdapter,IsAugmentation,Keywords,ExampleContent,UsageInfo,QualifiedType
xs,token,A data type for tokenized strings.,S,ndex:VictimPerceptionCodeSimpleType,,FALSE,FALSE,FALSE,,,"Possible values may not include line feed or tab characters, leading or trailing spaces, or internal sequences of two or more spaces.",xs:token
xs,token,A data type for tokenized strings.,S,cbrncl:MapGuideBrandCodeSimpleType,,FALSE,FALSE,FALSE,,,"Possible values may not include line feed or tab characters, leading or trailing spaces, or internal sequences of two or more spaces.",xs:token
xs,token,A data type for tokenized strings.,S,mmucc:ManeuverCodeSimpleType,,FALSE,FALSE,FALSE,,,"Possible values may not include line feed or tab characters, leading or trailing spaces, or internal sequences of two or more spaces.",xs:token
xs,token,A data type for tokenized strings.,S,ncic:LISCodeSimpleType,,FALSE,FALSE,FALSE,,,"Possible values may not include line feed or tab characters, leading or trailing spaces, or internal sequences of two or more spaces.",xs:token
xs,token,A data type for tokenized strings.,S,ndex:VictimMOSubjectContactConclusionCodeSimpleType,,FALSE,FALSE,FALSE,,,"Possible values may not include line feed or tab characters, leading or trailing spaces, or internal sequences of two or more spaces.",xs:token
xs,token,A data type for tokenized strings.,S,cyfs:LawEnforcementContactAttentionCodeSimpleType,,FALSE,FALSE,FALSE,,,"Possible values may not include line feed or tab characters, leading or trailing spaces, or internal sequences of two or more spaces.",xs:token
xs,token,A data type for tokenized strings.,S,ndex:VictimMOWasCodeSimpleType,,FALSE,FALSE,FALSE,,,"Possible values may not include line feed or tab characters, leading or trailing spaces, or internal sequences of two or more spaces.",xs:token
xs,token,A data type for tokenized strings.,S,itcodes:LocationActivityCodeSimpleType,,FALSE,FALSE,FALSE,,,"Possible values may not include line feed or tab characters, leading or trailing spaces, or internal sequences of two or more spaces.",xs:token
xs,token,A data type for tokenized strings.,S,ndex:VictimMORecoveryCodeSimpleType,,FALSE,FALSE,FALSE,,,"Possible values may not include line feed or tab characters, leading or trailing spaces, or internal sequences of two or more spaces.",xs:token
cbrn,TokenListSimpleType,A data type for a list of tokens.,S,cbrn:MilitaryUnitRolesType,,FALSE,FALSE,FALSE,,,,cbrn:TokenListSimpleType
nc,TokenListSimpleType,A data type for a white space-delimited list of tokens.,S,nc:TokenListType,,FALSE,FALSE,FALSE,,,,nc:TokenListSimpleType
nc,TokenListType,A data type for a white space-delimited list of tokens.,CSC,,,FALSE,FALSE,FALSE,,,,nc:TokenListType
ndex,ToolDeviceCategoryCodeSimpleType,A data type for a code that identifies a type of tool.,S,ndex:ToolDeviceCategoryCodeType,,FALSE,FALSE,FALSE,,,,ndex:ToolDeviceCategoryCodeSimpleType
ndex,ToolDeviceCategoryCodeType,A data type for a code that identifies a type of tool.,CSC,,,FALSE,FALSE,FALSE,,,,ndex:ToolDeviceCategoryCodeType
j,ToolType,A data type for a role of an item used to facilitate commission of a crime.,CCC,,,FALSE,FALSE,FALSE,,,,j:ToolType
j,ToothAugmentationType,A data type for additional information about a tooth.,CCC,,,FALSE,FALSE,TRUE,,,,j:ToothAugmentationType
ncic,ToothIDCodeSimpleType,A data type for the identification of a tooth.,S,ncic:ToothIDCodeType,,FALSE,FALSE,FALSE,,,,ncic:ToothIDCodeSimpleType
ncic,ToothIDCodeType,A data type for the identification of a tooth.,CSC,,,FALSE,FALSE,FALSE,,,,ncic:ToothIDCodeType
biom,ToothType,A data type for a tooth.,CCC,,,FALSE,FALSE,FALSE,,,,biom:ToothType
cbrn,TotalDoseMetadataType,A data type for metadata about TotalDose data.,CCC,,,TRUE,FALSE,FALSE,,,,cbrn:TotalDoseMetadataType
cbrn,TotalDoseType,A data type for TotalDose data.,CSC,,cbrn:TotalDoseuSvType,FALSE,FALSE,FALSE,,,,cbrn:TotalDoseType
cbrn,TotalDoseuSvType,A data type for a radiation total dose measure whose value is nonnegative and expressed in microsieverts (uSv) units.,CSC,,cbrn:NonNegativeDoubleType,FALSE,FALSE,FALSE,,,,cbrn:TotalDoseuSvType
cbrn,TotalExposureMetadataType,A data type for metadata about TotalExposure data.,CCC,,,TRUE,FALSE,FALSE,,,,cbrn:TotalExposureMetadataType
cbrn,TotalExposuremRType,A data type for a radiation total exposure measure whose value is nonnegative and expressed in milliroentgen (mR) units.,CSC,,cbrn:NonNegativeDoubleType,FALSE,FALSE,FALSE,,,,cbrn:TotalExposuremRType
cbrn,TotalExposureType,A data type for TotalExposure data.,CSC,,cbrn:TotalExposuremRType,FALSE,FALSE,FALSE,,,,cbrn:TotalExposureType
it,TradePartyType,A data type for information about a trading party.,CCC,,,FALSE,FALSE,FALSE,,,,it:TradePartyType
it,TradeTermType,"A data type for a trade terms name of the point or port of departure, shipment or destination, as required under the applicable terms of delivery, e.g. Incoterm.",CCC,,,FALSE,FALSE,FALSE,,,,it:TradeTermType
mmucc,TrafficwayDescriptionCodeSimpleType,A data type for an indication of whether or not the trafficway for this vehicle is divided and whether it serves one-way or two-way traffic.,S,mmucc:TrafficwayDescriptionCodeType,,FALSE,FALSE,FALSE,,,,mmucc:TrafficwayDescriptionCodeSimpleType
mmucc,TrafficwayDescriptionCodeType,A data type for an indication of whether or not the trafficway for this vehicle is divided and whether it serves one-way or two-way traffic.,CSC,,,FALSE,FALSE,FALSE,,,,mmucc:TrafficwayDescriptionCodeType
im,TransferRequestStatusType,A data type for the classification of the request made by a non-immigrant alien student to leave an authorized educational program and enter another one.,CCC,,,FALSE,FALSE,FALSE,,,,im:TransferRequestStatusType
im,TransferType,A data type for the transfer of a non-immigrant alien student or exchange visitor from an authorized educational program to a different authorized educational program.,CCC,,nc:ActivityType,FALSE,FALSE,FALSE,,,,im:TransferType
it,TranshipmentLocationType,A data type for a general description of the cargo commodities.,CCC,,nc:LocationType,FALSE,FALSE,FALSE,,,,it:TranshipmentLocationType
it,TransitPrincipalType,A data type for a party accepting liability for goods held or moving under a Customs authorization and - when applicable - a guarantee.,CCC,,,FALSE,FALSE,FALSE,,,,it:TransitPrincipalType
it,TransportActivityLocationType,A data type to provide information regarding locations at which activities associated with a container are known to have occurred.,CCC,,,FALSE,FALSE,FALSE,,,,it:TransportActivityLocationType
nc,TransportationAssociationType,A data type for an association between a conveyance and the people and/or goods it transported.,CCC,,nc:AssociationType,FALSE,FALSE,FALSE,,,,nc:TransportationAssociationType
it,TransportContractDocumentType,A data type for a contract between multiple parties pertaining to cargo shipments e.g. export shipment with a carrier i.e. bill of lading(s) or manifest.,CCC,,nc:DocumentType,FALSE,FALSE,FALSE,,,,it:TransportContractDocumentType
it,TransportEquipmentType,A data type representing the equipment used in Means of Transport,CCC,,it:EquipmentType,FALSE,FALSE,FALSE,,,,it:TransportEquipmentType
itcodes,TransportMeansCodeSimpleType,A data type for the code that represents the kind of Transport means.,S,itcodes:TransportMeansCodeType,,FALSE,FALSE,FALSE,,,,itcodes:TransportMeansCodeSimpleType
itcodes,TransportMeansCodeType,A data type for a Transport means.,CSC,,,FALSE,FALSE,FALSE,,,,itcodes:TransportMeansCodeType
it,TransportMeansOperatorType,A data type representing the registered operator of means of transport.,CCC,,,FALSE,FALSE,FALSE,,,,it:TransportMeansOperatorType
it,TransportMeansOwnerType,A data type representing the registered owner of means of transport.,CCC,,,FALSE,FALSE,FALSE,,,,it:TransportMeansOwnerType
it,TransportMeansType,A data type to identify the means of transport used.,CCC,,,FALSE,FALSE,FALSE,,,,it:TransportMeansType
mmucc,TravelDirectionBeforeCrashCodeSimpleType,A data type for the direction of a motor vehicles travel on the roadway before the crash.,S,mmucc:TravelDirectionBeforeCrashCodeType,,FALSE,FALSE,FALSE,,,"Notice that this is not a compass direction, but a direction consistent with the designated direction of the road.",mmucc:TravelDirectionBeforeCrashCodeSimpleType
mmucc,TravelDirectionBeforeCrashCodeType,A data type for the direction of a motor vehicles travel on the roadway before the crash.,CSC,,,FALSE,FALSE,FALSE,,,"Notice that this is not a compass direction, but a direction consistent with the designated direction of the road.",mmucc:TravelDirectionBeforeCrashCodeType
scr,TravelDocumentCategoryCodeSimpleType,A data type describing the kinds of travel documents,S,scr:TravelDocumentCategoryCodeType,,FALSE,FALSE,FALSE,,,,scr:TravelDocumentCategoryCodeSimpleType
scr,TravelDocumentCategoryCodeType,A data type describing the kinds of travel documents,CSC,,,FALSE,FALSE,FALSE,,,,scr:TravelDocumentCategoryCodeType
scr,TravelDocumentType,A data type for a classification of a Screening Travel Document,CCC,,nc:DocumentType,FALSE,FALSE,FALSE,,,,scr:TravelDocumentType
scr,TravelModeCategoryCodeSimpleType,A data type for a means of transport used by the alien.,S,scr:TravelModeCategoryCodeType,,FALSE,FALSE,FALSE,,,,scr:TravelModeCategoryCodeSimpleType
scr,TravelModeCategoryCodeType,A data type for a means of transport used by the alien.,CSC,,,FALSE,FALSE,FALSE,,,,scr:TravelModeCategoryCodeType
scr,TravelModeType,A data type for the manner of transport used by a person during a person crossing the US Borders.,CCC,,,FALSE,FALSE,FALSE,,,,scr:TravelModeType
cbrncl,TraversalOperatingModeCodeSimpleType,A data type for the operating modes of a traversal.,S,cbrncl:TraversalOperatingModeCodeType,,FALSE,FALSE,FALSE,,,,cbrncl:TraversalOperatingModeCodeSimpleType
cbrncl,TraversalOperatingModeCodeType,A data type that defines the various traversal Opearing ModeCode,CSC,,,FALSE,FALSE,FALSE,,,,cbrncl:TraversalOperatingModeCodeType
cbrn,TraversalType,A data type for the end-to-end workflow of a conveyance through an encounter process. One or more detection events occur during a traversal.,CCC,,cbrn:RemarksComplexObjectType,FALSE,FALSE,FALSE,,,,cbrn:TraversalType
cyfs,TreatmentAugmentationType,A data type for additional information about a treatment.,CCC,,,FALSE,FALSE,TRUE,,,,cyfs:TreatmentAugmentationType
j,TreatmentAugmentationType,A data type for additional information about a treatment.,CCC,,,FALSE,FALSE,TRUE,,,,j:TreatmentAugmentationType
nc,TreatmentType,A data type for a treatment of a person for a mental or physical condition.,CCC,,nc:ActivityType,FALSE,FALSE,FALSE,,,,nc:TreatmentType
em,TriagePatientCountType,A data type for counts of each kind of triage patient.,CCC,,,FALSE,FALSE,FALSE,,,,em:TriagePatientCountType
cyfs,TribalCodeSimpleType,A data type for the names of the tribes.,S,cyfs:TribalCodeType,,FALSE,FALSE,FALSE,,,,cyfs:TribalCodeSimpleType
cyfs,TribalCodeType,A data type for the names of the tribes.,CSC,,,FALSE,FALSE,FALSE,,,,cyfs:TribalCodeType
ncic,TYPACodeSimpleType,A data type for Article Type.,S,ncic:TYPACodeType,,FALSE,FALSE,FALSE,,,,ncic:TYPACodeSimpleType
ncic,TYPACodeType,A data type for Article Type.,CSC,,,FALSE,FALSE,FALSE,,,,ncic:TYPACodeType
ncic,TYPCodeSimpleType,A data type for Gun Type.,S,ncic:TYPCodeType,,FALSE,FALSE,FALSE,,,,ncic:TYPCodeSimpleType
ncic,TYPCodeType,A data type for Gun Type.,CSC,,,FALSE,FALSE,FALSE,,,,ncic:TYPCodeType
ncic,TYPOCodeSimpleType,A data type for ORI Type.,S,ncic:TYPOCodeType,,FALSE,FALSE,FALSE,,,,ncic:TYPOCodeSimpleType
ncic,TYPOCodeType,A data type for ORI Type.,CSC,,,FALSE,FALSE,FALSE,,,,ncic:TYPOCodeType
ncic,TYPSCodeSimpleType,A data type for Security Type.,S,ncic:TYPSCodeType,,FALSE,FALSE,FALSE,,,,ncic:TYPSCodeSimpleType
ncic,TYPSCodeType,A data type for Security Type.,CSC,,,FALSE,FALSE,FALSE,,,,ncic:TYPSCodeType
it,UCRType,A data type for an UCR (Unique Customs Reference),CCC,,nc:DocumentType,FALSE,FALSE,FALSE,,,,it:UCRType
biom,UncertaintyValueSimpleType,A data type for a value indicating the uncertainty of the delta direction measure,S,,,FALSE,FALSE,FALSE,,,,biom:UncertaintyValueSimpleType
it,UNDGContactType,A data type representing the Name [and address] of dangerous goods contact person or party who can provide detailed information concerning the dangerous goods shipment,CCC,,,FALSE,FALSE,FALSE,,,,it:UNDGContactType
it,UNDGNumberCodeTextType,A data type for a textual decription occuring with the UNDG code for a hazardous material type.,CSC,,nc:TextType,FALSE,FALSE,FALSE,,,,it:UNDGNumberCodeTextType
