PropertyNS,PropertyName,QualifiedType,Definition,SubstitutionGroupQualifiedProperty,IsElement,IsAbstract,Keywords,ExampleContent,UsageInfo,QualifiedProperty
im,ResidentRoleAugmentationPoint,,An augmentation point for ResidentRoleType.,,TRUE,TRUE,,,,im:ResidentRoleAugmentationPoint
it,ResidueIndicator,niem-xs:boolean,True if a hazardous material is a residue; false otherwise.,,TRUE,FALSE,,,,it:ResidueIndicator
em,Resource,em:ResourceType,A name for the container that contains one or more defining attributes and any value from a discrete managed list that references the resource.,,TRUE,FALSE,,,,em:Resource
em,ResourceActualArrivalDateTime,niem-xs:dateTime,An actual date of arrival of the resource a Report To Location.,,TRUE,FALSE,,,,em:ResourceActualArrivalDateTime
em,ResourceActualDepartureDateTime,niem-xs:dateTime,An actual date when the resource departs from its current location for transit to a Report To Location.,,TRUE,FALSE,,,,em:ResourceActualDepartureDateTime
em,ResourceAnticipatedIncidentAssignmentText,nc:TextType,"A text detailing anticipated function, task, job, or role to be provided by the requested resource.",,TRUE,FALSE,,,,em:ResourceAnticipatedIncidentAssignmentText
em,ResourceAnticipatedReturnDateTime,niem-xs:dateTime,A date when the resource is expected to be returned or DEMOBed.  Completed for a Request Resource.  This element with the Requested Arrival Date / Time provides the estimated duration of resource deployment.,,TRUE,FALSE,,,,em:ResourceAnticipatedReturnDateTime
em,ResourceAugmentationPoint,,An augmentation point for ResourceType.,,TRUE,TRUE,,,,em:ResourceAugmentationPoint
em,ResourceAvailableDate,nc:DateType,A date when the resource is available for use.  Completed in response to a resource message.,,TRUE,FALSE,,,,em:ResourceAvailableDate
em,ResourceCommittedDate,nc:DateType,A date when specified resource is committed to a request or order.  Completed in response to a resource message.  Specified resource is no longer available to be applied to other resource requests,,TRUE,FALSE,,,,em:ResourceCommittedDate
em,ResourceCurrentLocation,nc:LocationType,A location where the specified resource is physically located at the time of the request.,,TRUE,FALSE,,,,em:ResourceCurrentLocation
em,ResourceDepartureLocation,nc:LocationType,A location where the specified resource is departing from when transported to or from an Incident.,,TRUE,FALSE,,,,em:ResourceDepartureLocation
em,ResourceDescriptionText,nc:TextType,"A description of  Resource Keyword (or may be used in addition). Any description of resource or resource characteristics, situation requiring resource assistance, statement of mission resource must satisfy, or RFI text.",,TRUE,FALSE,,,,em:ResourceDescriptionText
em,ResourceDispositionKeywordValue,em:ValueType,"A value from a discrete managed list, used to specify the general state of a resource if known.",,TRUE,FALSE,,,,em:ResourceDispositionKeywordValue
em,ResourceEstimatedArrivalDateTime,niem-xs:dateTime,A date when the resource is expected to arrive at its Report To Location.,,TRUE,FALSE,,,,em:ResourceEstimatedArrivalDateTime
em,ResourceEstimatedDepartureDateTime,niem-xs:dateTime,A date when the resource is expected to depart from its current location for transit to a Report-to Location,,TRUE,FALSE,,,,em:ResourceEstimatedDepartureDateTime
em,ResourceFundCodeText,nc:TextType,A code for the funds that will pay for the resource - Identified in support of NIMS Resource Management Guide NIC-GDL0004,,TRUE,FALSE,,,,em:ResourceFundCodeText
em,ResourceIdentification,nc:IdentificationType,An identification for the resource / resource description during the entire trail of messages about that resource.  May be selected via the ResourceKeyword if available.,,TRUE,FALSE,,,,em:ResourceIdentification
em,ResourceInformation,em:ResourceInformationType,"A name for the container that provides further definition regarding the resource(s) identified in the message and as such may contain a discrete list , numerical value(s), ID or textual descriptions of resources.",,TRUE,FALSE,,,,em:ResourceInformation
em,ResourceInformationAugmentationPoint,,An augmentation point for ResourceInformationType.,,TRUE,TRUE,,,,em:ResourceInformationAugmentationPoint
em,ResourceJurisdictionText,nc:TextType,"A geopolitical area in which an organization, person, or object has a specific range of authority for specified resources",,TRUE,FALSE,,,,em:ResourceJurisdictionText
em,ResourceKeywordValue,em:ValueType,"A value from a discrete managed list, used to specify a resource.",,TRUE,FALSE,,,,em:ResourceKeywordValue
em,ResourceKind,em:ResourceKindType,A definition or description of a Resource.,,TRUE,FALSE,,,,em:ResourceKind
em,ResourceKindAugmentationPoint,,An augmentation point for ResourceKindType.,,TRUE,TRUE,,,,em:ResourceKindAugmentationPoint
em,ResourceLocationDetails,em:ResourceLocationDetailsType,"A name for the container that can include textual descriptions, physical location of resource, departure location of Resource, location need for Resource and/or for tracking.",,TRUE,FALSE,,,,em:ResourceLocationDetails
em,ResourceLocationDetailsAugmentationPoint,,An augmentation point for ResourceLocationDetailsType.,,TRUE,TRUE,,,,em:ResourceLocationDetailsAugmentationPoint
em,ResourceMessageAugmentationPoint,,An augmentation point for ResourceMessageType.,,TRUE,TRUE,,,,em:ResourceMessageAugmentationPoint
em,ResourceMessageStatusKeywordValue,em:ValueType,"A description or Code used to identify the message status of a resource message.   Any value from a discrete managed list, used to specify a Request Status.  The content of valueListUrn is the Uniform Resource Name of a published list of values and definiti",,TRUE,FALSE,,,,em:ResourceMessageStatusKeywordValue
em,ResourceModeOfTransportationText,nc:TextType,A text describing the method or mode used to transport the resource to or from the incident.,,TRUE,FALSE,,,,em:ResourceModeOfTransportationText
em,ResourceName,nc:TextType,A name or title of the resource.  May be selected via the ResourceKeyword if available.,,TRUE,FALSE,,,,em:ResourceName
em,ResourceOrderIdentification,nc:IdentificationType,An identification number or ID assigned by the ordering system or personnel meeting the request for resources that has been made.,,TRUE,FALSE,,,,em:ResourceOrderIdentification
em,ResourcePriceQuoteAmount,nc:AmountType,A Quoted cost to acquire a desired resource.  Complete in response to a Request Resource Quote,,TRUE,FALSE,,,,em:ResourcePriceQuoteAmount
em,ResourceQuantity,niem-xs:nonNegativeInteger,A count of the Number of resources,,TRUE,FALSE,,,,em:ResourceQuantity
em,ResourceReportToLocation,nc:LocationType,"A location where the requested resource is to report-to, or checks in at the destination.",,TRUE,FALSE,,,,em:ResourceReportToLocation
em,ResourceRequestedArrivalDateTime,niem-xs:dateTime,"A date when the resource is needed.  Completed for Resource requests, returns, etc.",,TRUE,FALSE,,,,em:ResourceRequestedArrivalDateTime
em,ResourceRequestedLocation,nc:LocationType,"A location where the requested resource is needed.  Completed for Resource requests, returns, etc.",,TRUE,FALSE,,,,em:ResourceRequestedLocation
em,ResourceRestrictionsText,nc:TextType,A description of a condition governing the availability of resources.,,TRUE,FALSE,,,,em:ResourceRestrictionsText
em,ResourceSchedule,em:ResourceScheduleType,"A name for the container with schedule information specific to arrivals, departures, availability, committed date, etc.",,TRUE,FALSE,,,,em:ResourceSchedule
em,ResourceScheduleAugmentationPoint,,An augmentation point for ResourceScheduleType.,,TRUE,TRUE,,,,em:ResourceScheduleAugmentationPoint
em,ResourceSpecialRequirementsText,nc:TextType,A description of any special needs related to the requested resource.,,TRUE,FALSE,,,,em:ResourceSpecialRequirementsText
em,ResourceStatusKeywordValue,em:ValueType,"A value from a discrete managed list, used to specify the general state of a resource if known.  where the content of valueListUrn is the Uniform Resource Name of a published list of values and definitions, and the content of value is a string denoting",,TRUE,FALSE,,,,em:ResourceStatusKeywordValue
em,ResourceTracking,em:ResourceTrackingType,"A name for the container that provides Information that can indicate arrival , departure and locations of a resource pertaining to a route.",,TRUE,FALSE,,,,em:ResourceTracking
em,ResourceTrackingAugmentationPoint,,An augmentation point for ResourceTrackingType.,,TRUE,TRUE,,,,em:ResourceTrackingAugmentationPoint
cbrn,ResponseAgencyContactInformation,nc:ContactInformationType,An organizations contact information that provides a response report in reply to  a request.,,TRUE,FALSE,,,,cbrn:ResponseAgencyContactInformation
em,ResponseCode,edxl_rm:ResponseCodeType,"A code used to accept or decline a Request, Response, Unsolicited Offer, or a Request Return.  Decline indicates the request, response or offer is not accepted.",,TRUE,FALSE,,,,em:ResponseCode
im,ResponseDescriptionText,nc:TextType,A description of the question asked to the applicant.,,TRUE,FALSE,,,,im:ResponseDescriptionText
im,ResponseIndicator,niem-xs:boolean,True if a response is given; false otherwise,,TRUE,FALSE,,,,im:ResponseIndicator
im,ResponseNoIndicator,niem-xs:boolean,True if a negative response is given; false otherwise,,TRUE,FALSE,,,,im:ResponseNoIndicator
em,ResponseReasonCode,edxl_rm:ResponseCodeType,"A code for an explanation for a declined Request, Response, Unsolicited Offer, or a Request Return.",,TRUE,FALSE,,,,em:ResponseReasonCode
cbrn,ResponseReport,cbrn:ResponseReportType,A report provided in response to a request.,,TRUE,FALSE,,,,cbrn:ResponseReport
cbrn,ResponseReportAugmentationPoint,,An augmentation point for cbrn:ResponseReportType.,,TRUE,TRUE,,,,cbrn:ResponseReportAugmentationPoint
im,ResponseYesIndicator,niem-xs:boolean,True if Yes has been specified; false otherwise.,,TRUE,FALSE,,,,im:ResponseYesIndicator
cyfs,ResponsibilityForServiceCostText,nc:TextType,An agency responsible for paying the cost of a service.,,TRUE,FALSE,,,,cyfs:ResponsibilityForServiceCostText
cyfs,ResponsibleEntityDescriptionText,nc:TextType,A description of the person or organization who will provide the service.,,TRUE,FALSE,,,,cyfs:ResponsibleEntityDescriptionText
biom,RidgeCountAugmentationPoint,,An augmentation point for RidgeCount,,TRUE,TRUE,,,,biom:RidgeCountAugmentationPoint
biom,RidgeCountReferenceIdentification,nc:IdentificationType,An identification of a distant minutia point,,TRUE,FALSE,,,,biom:RidgeCountReferenceIdentification
biom,RidgeCountValue,niem-xs:nonNegativeInteger,A number of friction ridges between two features on an image,,TRUE,FALSE,,,,biom:RidgeCountValue
biom,RightIsQuantity,niem-xs:nonNegativeInteger,A number of pixels in the right coordinate of the Image.,,TRUE,FALSE,,,,biom:RightIsQuantity
nc,RiskReductionFacility,nc:FacilityType,A facility to which a person may be remanded in order to lower the probability of undesirable outcomes.,,TRUE,FALSE,,,,nc:RiskReductionFacility
nc,RiskReductionProgram,nc:ProgramType,A program designed to lower the probability of undesirable outcomes.,,TRUE,FALSE,,,,nc:RiskReductionProgram
j,RoadwayAccessControl,,"A data concept for a degree that access to abutting land is fully, partially or not controlled by a public authority.",,TRUE,TRUE,,,,j:RoadwayAccessControl
j,RoadwayAccessControlCode,mmucc:RoadwayAccessControlCodeType,"A degree that access to abutting land is fully, partially or not controlled by a public authority.",j:RoadwayAccessControl,TRUE,FALSE,,,,j:RoadwayAccessControlCode
j,RoadwayAnnualAverageDailyTraffic,j:RoadwayAnnualAverageDailyTrafficType,"An average number of motor vehicles passing a point on a trafficway in a day, for all days of the year, during a specified calendar year.",,TRUE,FALSE,,,,j:RoadwayAnnualAverageDailyTraffic
j,RoadwayAnnualAverageDailyTrafficAugmentationPoint,,An augmentation point for RoadwayAnnualAverageDailyTrafficType.,,TRUE,TRUE,,,,j:RoadwayAnnualAverageDailyTrafficAugmentationPoint
j,RoadwayAnnualAverageDailyTrafficQuantity,nc:QuantityType,"A AADT number for a specific calendar year, in Motor Vehicles Per Day.",,TRUE,FALSE,,,,j:RoadwayAnnualAverageDailyTrafficQuantity
j,RoadwayAnnualAverageDailyTrafficYearDate,niem-xs:gYear,A calendar year when AADT was calculated.,,TRUE,FALSE,,,,j:RoadwayAnnualAverageDailyTrafficYearDate
j,RoadwayCurveApplicableIndicator,niem-xs:boolean,True if road curvature measurement parameters are applicable to this particular road part; false otherwise.,,TRUE,FALSE,,,,j:RoadwayCurveApplicableIndicator
j,RoadwayCurveLengthMeasure,nc:MeasureType,A measurement of the curvature in the roadway expressed in terms of its length (use feet or meters).,,TRUE,FALSE,,,,j:RoadwayCurveLengthMeasure
j,RoadwayCurveRadiusLengthMeasure,nc:MeasureType,A measurement of the curvature in the roadway expressed in terms of its radius (use feet or meters).,,TRUE,FALSE,,,,j:RoadwayCurveRadiusLengthMeasure
j,RoadwayCurveSuperelevationMeasure,nc:MeasureType,A measurement of the curvature in the roadway expressed in terms of its superelevation (use feet or meters).,,TRUE,FALSE,,,,j:RoadwayCurveSuperelevationMeasure
j,RoadwayFunctionalClass,,"A data concept for a character of service or function of streets or highways. The classification of rural and urban is determined by state and local officials in cooperation with each other and approved by the Federal Highway Administration, U.S. Department of Transportation.",,TRUE,TRUE,,,,j:RoadwayFunctionalClass
j,RoadwayFunctionalClassCode,mmucc:RoadwayFunctionalClassCodeType,"A character of service or function of streets or highways. The classification of rural and urban is determined by state and local officials in cooperation with each other and approved by the Federal Highway Administration, U.S. Department of Transportat",j:RoadwayFunctionalClass,TRUE,FALSE,,,,j:RoadwayFunctionalClassCode
j,RoadwayGrade,,A data concept for a geometric or layout and inclination characteristics of the roadway in the direction of travel for this vehicle.,,TRUE,TRUE,,,,j:RoadwayGrade
j,RoadwayGradeCode,mmucc:RoadwayGradeCodeType,A geometric or layout and inclination characteristics of the roadway in the direction of travel for this vehicle.,j:RoadwayGrade,TRUE,FALSE,,,,j:RoadwayGradeCode
j,RoadwayGradeSlopePercent,nc:PercentType,"An inclination of the roadway, expressed in the rate of rise or fall in feet (meters) per 100 feet (meters) of horizontal distance.",,TRUE,FALSE,,,,j:RoadwayGradeSlopePercent
j,RoadwayHorizontalAlignment,,A data concept for a Horizontal Alignment. The geometric or layout and inclination characteristics of the roadway in the direction of travel for this vehicle.,,TRUE,TRUE,,,,j:RoadwayHorizontalAlignment
j,RoadwayHorizontalAlignmentCode,mmucc:RoadwayHorizontalAlignmentCodeType,A Horizontal Alignment. The geometric or layout and inclination characteristics of the roadway in the direction of travel for this vehicle.,j:RoadwayHorizontalAlignment,TRUE,FALSE,,,,j:RoadwayHorizontalAlignmentCode
